time,motorStatePos_0,motorStateVel_0,motorAction_0,motorStateCur_0
1769687345.927232,3.427018,2.251656,2.430548,-0.135569
1769687345.946962,3.531715,1.967833,2.508089,-0.146656
1769687345.967165,3.626441,1.764581,2.581619,-0.150688
1769687345.987140,3.710047,1.630909,2.651020,0.033765
1769687346.006883,3.784063,1.380658,2.716181,-0.047876
1769687346.026838,3.847724,1.217079,2.776999,0.123470
1769687346.047234,3.901031,0.955839,2.833375,0.138592
1769687346.067269,3.945902,0.800805,2.885221,0.093233
1769687346.087510,3.981185,0.610371,2.932452,-0.067030
1769687346.107226,4.007648,0.441909,2.974993,-0.004536
1769687346.126877,4.024905,0.322275,3.012777,-0.066022
1769687346.146730,4.036410,0.175176,3.045742,0.011591
1769687346.166869,4.040628,-0.056154,3.073837,0.081138
1769687346.187211,4.036793,-0.119632,3.097015,-0.072070
1769687346.207669,4.032191,-0.083010,3.115241,-0.137585
1769687346.227301,4.028357,-0.046998,3.128485,-0.158751
1769687346.247127,4.027589,0.014038,3.136725,-0.169838
1769687346.266833,4.028357,0.015259,3.139949,-0.114402
1769687346.287165,4.028357,-0.017090,3.138152,-0.057955
1769687346.306980,4.028357,-0.001221,3.131336,-0.080133
1769687346.326797,4.028357,0.001831,3.119512,-0.097268
1769687346.347169,4.028357,0.001221,3.102699,-0.096260
1769687346.367276,4.028357,-0.015259,3.080924,-0.104323
1769687346.387234,4.028357,-0.034791,3.054222,-0.097268
1769687346.407356,4.028357,-0.035402,3.022636,-0.115410
1769687346.427643,4.028357,0.042727,2.986215,-0.141616
1769687346.446948,4.028357,0.009155,2.945019,-0.140608
1769687346.466660,4.028357,0.003052,2.899113,-0.169838
1769687346.486992,4.027973,-0.051271,2.848571,-0.168830
1769687346.506963,4.027973,0.045168,2.793473,-0.226282
1769687346.526987,4.027589,-0.032960,2.733908,-0.241400
1769687346.546951,4.027206,0.010376,2.669971,-0.275670
1769687346.567163,4.026439,-0.054322,2.601763,-0.279701
1769687346.587091,4.024521,-0.034181,2.529394,-0.275670
1769687346.606827,4.020303,-0.089724,2.452981,-0.273654
1769687346.627270,4.013400,-0.180060,2.372644,-0.259543
1769687346.647288,4.001512,-0.300913,2.288514,-0.168830
1769687346.667450,3.981185,-0.494400,2.200723,-0.335140
1769687346.686966,3.953190,-0.604266,2.109412,-0.143632
1769687346.706870,3.917523,-0.749534,2.014729,-0.381505
1769687346.726938,3.873036,-0.941191,1.916823,-0.449035
1769687346.746884,3.820113,-1.064485,1.815852,-0.411742
1769687346.767195,3.756835,-1.386150,1.711976,-0.302883
1769687346.787075,3.684734,-1.499069,1.605363,-0.330101
1769687346.806903,3.602663,-1.722465,1.496182,-0.201084
1769687346.826966,3.511007,-1.912290,1.384609,-0.330101
1769687346.847126,3.409759,-2.077700,1.270822,-0.330101
1769687346.867206,3.299310,-2.285227,1.155002,-0.220234
1769687346.887025,3.180040,-2.485428,1.037334,-0.429885
1769687346.907404,3.051181,-2.650228,0.918008,-0.206123
1769687346.927332,2.913118,-2.815027,0.797214,-0.349251
1769687346.947242,2.766235,-2.990814,0.675145,-0.455083
1769687346.967221,2.613599,-3.186743,0.551996,-0.358323
1769687346.987227,2.452910,-3.322245,0.427964,-0.216202
1769687347.007379,2.284935,-3.448591,0.303248,-0.431901
1769687347.027235,2.112356,-3.499253,0.178047,-0.326069
1769687347.047301,1.933258,-3.619496,0.052561,-0.366386
1769687347.067238,1.751477,-3.700064,-0.073009,-0.151695
1769687347.087171,1.564708,-3.765984,-0.198462,-0.309939
1769687347.107119,1.376023,-3.756828,-0.323598,-0.396624
1769687347.127475,1.183886,-3.809931,-0.448216,-0.325061
1769687347.147365,0.990598,-3.841670,-0.572117,-0.280709
1769687347.167108,0.798461,-3.851436,-0.695104,-0.147664
1769687347.187331,0.606324,-3.866695,-0.816979,-0.119442
1769687347.207028,0.415721,-3.766594,-0.937547,-0.205115
1769687347.227355,0.225886,-3.728141,-1.056616,-0.298852
1769687347.247270,0.037584,-3.731194,-1.173995,-0.247448
1769687347.267370,-0.146500,-3.660390,-1.289496,-0.047876
1769687347.286654,-0.326364,-3.578601,-1.402936,-0.215194
1769687347.306693,-0.502777,-3.467513,-1.514131,-0.081141
1769687347.327359,-0.675740,-3.364971,-1.622906,-0.162783
1769687347.347227,-0.842948,-3.302103,-1.729084,0.077106
1769687347.367130,-1.003254,-3.129978,-1.832498,-0.102307
1769687347.387511,-1.158958,-3.067721,-1.932981,-0.173870
1769687347.407485,-1.308525,-2.910246,-2.030373,-0.123474
1769687347.427387,-1.450040,-2.731407,-2.124517,-0.018647
1769687347.447298,-1.586185,-2.654500,-2.215264,0.106336
1769687347.467092,-1.712358,-2.453078,-2.302468,-0.201084
1769687347.487032,-1.832780,-2.293161,-2.385990,0.144640
1769687347.507246,-1.945914,-2.132024,-2.465696,0.041829
1769687347.527135,-2.050228,-2.013612,-2.541459,-0.044852
1769687347.547153,-2.146871,-1.811578,-2.613158,0.027718
1769687347.566964,-2.235462,-1.685842,-2.680677,0.160767
1769687347.586980,-2.315614,-1.519822,-2.743909,-0.087189
1769687347.606883,-2.388097,-1.422162,-2.802753,0.116415
1769687347.626874,-2.452527,-1.244545,-2.857115,-0.058963
1769687347.647221,-2.509669,-1.006501,-2.906908,-0.130529
1769687347.667039,-2.558758,-0.939360,-2.952051,-0.124482
1769687347.687319,-2.600177,-0.798364,-2.992474,-0.050900
1769687347.706993,-2.633925,-0.603045,-3.028111,0.138592
1769687347.727233,-2.661538,-0.440687,-3.058905,-0.068038
1769687347.747143,-2.680713,-0.325327,-3.084807,0.105328
1769687347.767357,-2.695287,-0.268563,-3.105776,-0.015623
1769687347.787573,-2.704107,-0.112919,-3.121778,-0.059971
1769687347.807286,-2.704107,0.040896,-3.132787,0.000504
1769687347.826959,-2.699889,0.086672,-3.138787,0.059971
1769687347.846653,-2.693753,0.145879,-3.139766,0.133553
1769687347.866620,-2.688384,0.067141,-3.135725,0.210155
1769687347.887168,-2.686849,-0.019532,-3.126669,0.185965
1769687347.907361,-2.687617,0.007935,-3.112612,0.156735
1769687347.927183,-2.687617,0.040896,-3.093577,0.114399
1769687347.947312,-2.687617,0.006714,-3.069595,0.117423
1769687347.967133,-2.687617,-0.036012,-3.040704,0.138592
1769687347.987493,-2.688000,-0.057985,-3.006950,0.149680
1769687348.007159,-2.687617,-0.021363,-2.968387,0.175886
1769687348.027039,-2.687617,-0.039674,-2.925077,0.171854
1769687348.046798,-2.687617,-0.025026,-2.877090,0.182941
1769687348.066797,-2.687232,0.012207,-2.824500,0.210155
1769687348.086923,-2.687232,-0.038453,-2.767394,0.232329
1769687348.106962,-2.686849,-0.042726,-2.705862,0.263575
1769687348.127066,-2.686849,0.007324,-2.640003,0.282725
1769687348.147168,-2.685699,0.065310,-2.569922,0.310947
1769687348.166835,-2.683398,0.066531,-2.495730,0.335137
1769687348.187270,-2.678796,0.106204,-2.417548,0.310947
1769687348.207082,-2.671126,0.164800,-2.335499,0.252487
1769687348.227234,-2.656936,0.299692,-2.249715,0.156735
1769687348.246989,-2.634309,0.535295,-2.160334,0.410734
1769687348.267128,-2.605546,0.589008,-2.067497,0.172862
1769687348.287230,-2.568346,0.825222,-1.971354,0.267606
1769687348.307107,-2.523092,0.954618,-1.872058,0.396624
1769687348.327077,-2.469018,1.167638,-1.769769,0.331105
1769687348.346962,-2.406122,1.381269,-1.664649,0.224266
1769687348.366887,-2.333256,1.569262,-1.556867,0.445004
1769687348.387275,-2.251569,1.741385,-1.446594,0.247448
1769687348.406709,-2.159528,1.907406,-1.334009,0.234345
1769687348.426714,-2.058282,2.189398,-1.219290,0.239385
1769687348.446648,-1.947064,2.345042,-1.102622,0.392592
1769687348.467044,-1.827794,2.403638,-0.984189,0.457099
1769687348.487166,-1.698169,2.670369,-0.864183,0.368398
1769687348.507104,-1.559339,2.873623,-0.742795,0.274662
1769687348.527032,-1.412840,3.049409,-0.620219,0.343200
1769687348.546938,-1.258286,3.127537,-0.496651,0.244424
1769687348.566838,-1.096063,3.243508,-0.372289,0.369406
1769687348.587121,-0.926553,3.426619,-0.247331,0.404687
1769687348.606935,-0.749373,3.591418,-0.121978,0.313971
1769687348.627105,-0.567590,3.713493,0.003570,0.298852
1769687348.647176,-0.378904,3.830683,0.129113,0.387552
1769687348.667183,-0.186768,3.855708,0.254449,0.425853
1769687348.687757,0.011888,4.016235,0.379378,0.398639
1769687348.707474,0.212846,4.005859,0.503700,0.392592
1769687348.727378,0.415721,4.124882,0.627217,0.355295
1769687348.747181,0.619364,4.143193,0.749731,0.302883
1769687348.766818,0.824540,4.118168,0.871045,0.166814
1769687348.786856,1.029333,4.094362,0.990967,0.103312
1769687348.806716,1.234509,4.079714,1.109304,0.020662
1769687348.826835,1.437767,4.041872,1.225867,0.016631
1769687348.846887,1.637574,3.993042,1.340469,-0.016631
1769687348.866995,1.833546,3.859980,1.452928,-0.030742
1769687348.886938,2.024149,3.811762,1.563063,0.067027
1769687348.907089,2.210917,3.656728,1.670699,0.215194
1769687348.926959,2.389249,3.494980,1.775662,0.026710
1769687348.946632,2.560675,3.344829,1.877786,0.134561
1769687348.966644,2.724434,3.170264,1.976906,-0.040821
1769687348.987291,2.880137,2.987151,2.072866,-0.071062
1769687349.007036,3.026637,2.798548,2.165510,-0.127505
1769687349.027172,3.163164,2.642903,2.254691,0.056947
1769687349.047301,3.290873,2.426832,2.340266,0.023686
1769687349.067105,3.407458,2.215033,2.422098,0.075090
1769687349.087135,3.514075,2.053895,2.500057,-0.004536
1769687349.106875,3.609568,1.785333,2.574018,0.033765
1769687349.126833,3.695089,1.608937,2.643862,0.118431
1769687349.147279,3.770257,1.433759,2.709478,-0.087189
1769687349.166992,3.835452,1.247597,2.770761,-0.016631
1769687349.187094,3.891444,1.080966,2.827612,0.061987
1769687349.207000,3.936698,0.842311,2.879942,0.003528
1769687349.227125,3.973515,0.688498,2.927666,-0.124482
1769687349.247287,4.002279,0.493178,2.970708,0.096256
1769687349.267320,4.021453,0.385144,3.008999,-0.102307
1769687349.287178,4.034492,0.205085,3.042478,-0.030742
1769687349.307202,4.041012,0.059206,3.071091,0.086177
1769687349.326903,4.038327,-0.084841,3.094792,-0.025702
1769687349.347175,4.033342,-0.045167,3.113545,-0.130529
1769687349.367189,4.029123,-0.029908,3.127318,-0.174878
1769687349.386769,4.027206,-0.049440,3.136089,-0.186973
1769687349.407044,4.028357,0.037231,3.139846,-0.111379
1769687349.427627,4.028357,-0.006104,3.138580,-0.102307
1769687349.446829,4.027973,-0.043336,3.132296,-0.102307
1769687349.466645,4.028357,-0.040895,3.121002,-0.094244
1769687349.486593,4.028357,0.012207,3.104717,-0.094244
1769687349.506795,4.028357,-0.033571,3.083467,-0.107347
1769687349.527161,4.028357,-0.017700,3.057285,-0.086181
1769687349.547305,4.028357,0.010986,3.026214,-0.121458
1769687349.567234,4.027973,-0.042726,2.990304,-0.145648
1769687349.587103,4.027973,0.005493,2.949611,-0.151695
1769687349.606934,4.027973,0.007324,2.904201,-0.170846
1769687349.626948,4.027589,-0.050660,2.854146,-0.193020
1769687349.646994,4.027589,-0.018921,2.799527,-0.231321
1769687349.667055,4.027206,0.045168,2.740431,-0.255511
1769687349.686937,4.026823,-0.014648,2.676952,-0.230313
1769687349.707159,4.025672,-0.042726,2.609192,-0.310947
1769687349.727213,4.023755,-0.078127,2.537259,-0.287765
1769687349.747401,4.019153,-0.087893,2.461269,-0.264582
1769687349.767039,4.011866,-0.172124,2.381342,-0.257527
1769687349.786848,3.999976,-0.316782,2.297607,-0.104323
1769687349.806978,3.978884,-0.507828,2.210198,-0.344212
1769687349.826976,3.950504,-0.604876,2.119254,-0.121458
1769687349.846962,3.914072,-0.786767,2.024921,-0.332117
1769687349.866913,3.869585,-0.985137,1.927349,-0.406703
1769687349.886923,3.816278,-1.172521,1.826695,-0.380497
1769687349.907180,3.753765,-1.307412,1.723120,-0.167822
1769687349.927118,3.681666,-1.508836,1.616789,-0.419806
1769687349.946874,3.600362,-1.735892,1.507872,-0.204107
1769687349.966824,3.509471,-1.879330,1.396544,-0.294820
1769687349.986826,3.409376,-2.095401,1.282983,-0.316994
1769687350.007101,3.299310,-2.271798,1.167369,-0.214186
1769687350.026958,3.180807,-2.485428,1.049889,-0.392592
1769687350.046704,3.053098,-2.630695,0.930730,-0.198060
1769687350.066934,2.916953,-2.763146,0.810082,-0.428877
1769687350.087327,2.771220,-2.923063,0.688139,-0.450043
1769687350.107179,2.618968,-3.118992,0.565095,-0.448027
1769687350.126814,2.460964,-3.238624,0.441148,-0.327077
1769687350.146898,2.295673,-3.360088,0.316495,-0.197052
1769687350.166860,2.124244,-3.501694,0.191336,-0.461130
1769687350.186717,1.947832,-3.568224,0.065870,-0.162783
1769687350.206839,1.767200,-3.669546,-0.059700,-0.342196
1769687350.227000,1.582733,-3.751945,-0.185175,-0.367394
1769687350.247165,1.394431,-3.784295,-0.310354,-0.220234
1769687350.266992,1.205363,-3.802606,-0.435037,-0.148672
1769687350.287099,1.014760,-3.804437,-0.559023,-0.274662
1769687350.306999,0.822623,-3.867916,-0.682116,-0.362354
1769687350.326859,0.631636,-3.769647,-0.804118,-0.367394
1769687350.346930,0.441416,-3.791009,-0.924834,-0.231321
1769687350.366905,0.252347,-3.697623,-1.044071,-0.075094
1769687350.386987,0.065196,-3.722037,-1.161638,-0.142624
1769687350.406978,-0.120038,-3.635975,-1.277347,-0.292804
1769687350.426955,-0.299902,-3.612781,-1.391014,-0.066022
1769687350.446622,-0.475932,-3.468124,-1.502456,-0.159759
1769687350.466647,-0.648126,-3.368022,-1.611495,-0.046868
1769687350.487093,-0.815719,-3.326517,-1.717957,-0.236361
1769687350.507107,-0.978326,-3.227638,-1.821672,-0.120450
1769687350.527078,-1.134030,-3.053682,-1.922473,0.029734
1769687350.546838,-1.284364,-2.909634,-2.020200,0.047876
1769687350.567052,-1.427413,-2.813196,-2.114696,-0.077109
1769687350.587092,-1.563174,-2.664876,-2.205810,-0.172862
1769687350.606731,-1.692033,-2.524492,-2.293396,0.074082
1769687350.626431,-1.813221,-2.374951,-2.377315,-0.156735
1769687350.646566,-1.927123,-2.215644,-2.457432,-0.006551
1769687350.666706,-2.033354,-2.094791,-2.533619,0.112383
1769687350.686877,-2.131915,-1.862240,-2.605754,0.107343
1769687350.707136,-2.222423,-1.754204,-2.673721,-0.011591
1769687350.727110,-2.304110,-1.539963,-2.737413,-0.049892
1769687350.746975,-2.377743,-1.428877,-2.796727,0.111375
1769687350.766873,-2.444090,-1.231728,-2.851568,0.052916
1769687350.786999,-2.502766,-1.066316,-2.901849,-0.044852
1769687350.806769,-2.553772,-0.958282,-2.947489,-0.101299
1769687350.826957,-2.596725,-0.794702,-2.988415,0.001512
1769687350.846856,-2.632008,-0.659200,-3.024562,0.137585
1769687350.866855,-2.660771,-0.510880,-3.055872,-0.075094
1769687350.886686,-2.681097,-0.379040,-3.082295,0.078114
1769687350.906881,-2.696437,-0.266122,-3.103788,-0.026710
1769687350.926785,-2.706025,-0.133671,-3.120318,-0.075094
1769687350.946864,-2.706792,-0.018311,-3.131858,-0.017639
1769687350.966714,-2.702573,0.089114,-3.138389,0.047876
1769687350.986656,-2.695670,0.139165,-3.139901,0.139600
1769687351.006876,-2.689151,0.104373,-3.136391,0.215194
1769687351.026788,-2.686082,-0.019532,-3.127866,0.225274
1769687351.046874,-2.686466,0.013428,-3.114338,0.194028
1769687351.066755,-2.687232,0.003052,-3.095830,0.125486
1769687351.086842,-2.687232,0.068362,-3.072371,0.112383
1769687351.107044,-2.687232,0.011597,-3.043998,0.129521
1769687351.126843,-2.687232,0.015259,-3.010757,0.165806
1769687351.147152,-2.687232,0.019531,-2.972701,0.157743
1769687351.167154,-2.687232,0.020142,-2.929891,0.179917
1769687351.186531,-2.687232,0.009155,-2.882396,0.195036
1769687351.206672,-2.687232,0.044558,-2.830291,0.206123
1769687351.226565,-2.686849,0.009766,-2.773659,0.237369
1769687351.246572,-2.686466,-0.036012,-2.712592,0.231321
1769687351.266566,-2.686082,0.006714,-2.647186,0.278693
1769687351.286511,-2.685699,0.036621,-2.577547,0.310947
1769687351.306561,-2.684548,0.053713,-2.503786,0.341184
1769687351.326488,-2.681097,0.050662,-2.426021,0.355295
1769687351.346529,-2.674961,0.156255,-2.344376,0.271638
1769687351.366522,-2.663456,0.310678,-2.258981,0.200076
1769687351.386527,-2.644280,0.449843,-2.169975,0.304899
1769687351.406558,-2.617051,0.654316,-2.077497,0.240392
1769687351.426578,-2.582152,0.760522,-1.981697,0.469194
1769687351.446610,-2.539199,0.987580,-1.882728,0.426861
1769687351.466532,-2.487042,1.118197,-1.780748,0.455083
1769687351.486480,-2.426065,1.317179,-1.675921,0.406703
1769687351.506488,-2.355116,1.528978,-1.568413,0.263575
1769687351.526466,-2.274963,1.710258,-1.458396,0.423837
1769687351.546472,-2.184072,1.888485,-1.346048,0.447020
1769687351.566849,-2.083593,2.078311,-1.231546,0.454075
1769687351.587119,-1.973526,2.294991,-1.115076,0.448027
1769687351.607138,-1.853873,2.475052,-0.996821,0.294820
1769687351.626996,-1.726164,2.683187,-0.876973,0.394608
1769687351.646880,-1.588869,2.874234,-0.755722,0.454075
1769687351.666984,-1.441603,3.045137,-0.633263,0.435932
1769687351.687183,-1.285515,3.180640,-0.509791,0.429885
1769687351.706543,-1.124826,3.292336,-0.385503,0.436940
1769687351.726733,-0.955316,3.509018,-0.260599,0.251480
1769687351.746518,-0.777752,3.633535,-0.135279,0.380493
1769687351.766458,-0.595203,3.687246,-0.009742,0.373438
1769687351.786861,-0.406134,3.828242,0.115811,0.227289
1769687351.807242,-0.212080,3.878293,0.241178,0.171854
1769687351.827036,-0.012273,4.000976,0.366160,0.161775
1769687351.846807,0.187919,4.073000,0.490556,0.160767
1769687351.866784,0.391944,4.067507,0.614168,0.140608
1769687351.886840,0.598270,4.099855,0.736797,0.208139
1769687351.907103,0.806131,4.150517,0.858248,0.270630
1769687351.926937,1.013226,4.081545,0.978327,0.261559
1769687351.946754,1.219169,4.143193,1.096841,0.209147
1769687351.966885,1.423961,4.066286,1.213601,0.120446
1769687351.986973,1.626069,3.989379,1.328420,0.097264
1769687352.006946,1.823192,3.952148,1.441114,0.090209
1769687352.027277,2.016096,3.835566,1.551504,0.135569
1769687352.047311,2.203247,3.713493,1.659413,0.169838
1769687352.066918,2.383113,3.614612,1.764667,-0.056947
1769687352.086839,2.556073,3.378398,1.867100,0.207131
1769687352.106940,2.722898,3.235571,1.966546,-0.003528
1769687352.126645,2.877836,3.064668,2.062848,-0.105331
1769687352.146922,3.024336,2.822351,2.155851,-0.101299
1769687352.166963,3.162014,2.697837,2.245406,0.054932
1769687352.186603,3.290489,2.448194,2.331370,0.021670
1769687352.206930,3.406691,2.258370,2.413605,0.110367
1769687352.226833,3.513691,2.051454,2.491981,-0.018647
1769687352.247271,3.610335,1.857357,2.566371,0.035781
1769687352.267057,3.696239,1.613209,2.636657,0.089201
1769687352.287067,3.771407,1.384931,2.702726,-0.126497
1769687352.306577,3.836219,1.198766,2.764473,-0.001512
1769687352.326644,3.891828,1.004059,2.821799,0.064003
1769687352.346483,3.937849,0.809350,2.874612,0.010583
1769687352.366900,3.974666,0.634174,2.922828,-0.128513
1769687352.387143,4.003046,0.514543,2.966369,0.085169
1769687352.407072,4.021453,0.369275,3.005167,-0.116418
1769687352.427161,4.034109,0.210578,3.039159,-0.016631
1769687352.446811,4.040245,0.039675,3.068290,0.090209
1769687352.466495,4.037944,-0.061648,3.092514,-0.037797
1769687352.486802,4.032959,-0.097048,3.111792,-0.147664
1769687352.507317,4.029123,-0.068362,3.126094,-0.160767
1769687352.526904,4.027973,0.076296,3.135397,-0.182941
1769687352.546804,4.028357,0.046999,3.139685,-0.121458
1769687352.566715,4.028740,0.084231,3.138952,-0.089204
1769687352.587102,4.028740,0.041506,3.133200,-0.088197
1769687352.607203,4.028357,-0.038453,3.122436,-0.114402
1769687352.626935,4.028357,0.000610,3.106679,-0.118434
1769687352.646911,4.028357,0.020752,3.085953,-0.112387
1769687352.666743,4.028357,0.015259,3.060293,-0.110371
1769687352.686886,4.028357,0.015869,3.029738,-0.112387
1769687352.706733,4.028357,0.000610,2.994338,-0.141616
1769687352.727077,4.028357,-0.022584,2.954149,-0.128513
1769687352.746822,4.028357,0.018921,2.909236,-0.172862
1769687352.767123,4.027973,0.028076,2.859670,-0.183949
1769687352.787175,4.027973,0.012207,2.805531,-0.209147
1769687352.806990,4.027589,0.003662,2.746905,-0.231321
1769687352.827105,4.026439,-0.000610,2.683886,-0.253495
1769687352.846913,4.024521,-0.034181,2.616575,-0.265590
1769687352.866994,4.021070,-0.111088,2.545079,-0.272646
1769687352.886491,4.016085,-0.147099,2.469513,-0.282725
1769687352.906345,4.008031,-0.185553,2.389998,-0.228297
1769687352.926473,3.994607,-0.322275,2.306660,-0.141616
1769687352.946611,3.971981,-0.509659,2.219634,-0.378481
1769687352.966917,3.943218,-0.634785,2.129058,-0.156735
1769687352.986846,3.906018,-0.814844,2.035076,-0.222250
1769687353.006516,3.861531,-0.971099,1.937841,-0.295828
1769687353.026784,3.807841,-1.181066,1.837506,-0.286757
1769687353.046835,3.744945,-1.314738,1.734233,-0.143632
1769687353.067081,3.672462,-1.574755,1.628186,-0.473225
1769687353.087001,3.591925,-1.687063,1.519535,-0.264582
1769687353.106840,3.501801,-1.925718,1.408454,-0.212171
1769687353.126812,3.402473,-2.058169,1.295121,-0.180925
1769687353.146686,3.294324,-2.186956,1.179716,-0.202091
1769687353.166694,3.176588,-2.498856,1.062425,-0.457099
1769687353.186955,3.049647,-2.576983,0.943435,-0.224266
1769687353.207162,2.914652,-2.756432,0.822936,-0.389568
1769687353.226874,2.771220,-2.989594,0.701121,-0.431901
1769687353.246672,2.620886,-3.065889,0.578184,-0.426861
1769687353.267117,2.462498,-3.200781,0.454323,-0.334132
1769687353.287327,2.299124,-3.321024,0.329736,-0.168830
1769687353.307059,2.129613,-3.452253,0.204621,-0.429885
1769687353.326730,1.954735,-3.524277,0.079178,-0.184957
1769687353.346795,1.775637,-3.610950,-0.046390,-0.411742
1769687353.367175,1.592320,-3.676870,-0.171885,-0.247448
1769687353.387219,1.407087,-3.707999,-0.297105,-0.178909
1769687353.407271,1.218402,-3.773309,-0.421849,-0.313971
1769687353.427356,1.029716,-3.841059,-0.545919,-0.385536
1769687353.446426,0.840647,-3.773919,-0.669116,-0.264582
1769687353.466440,0.651194,-3.824580,-0.791243,-0.096260
1769687353.486644,0.462125,-3.847774,-0.912105,-0.105331
1769687353.507199,0.273825,-3.716544,-1.031507,-0.283733
1769687353.526970,0.088207,-3.653066,-1.149260,-0.223258
1769687353.546724,-0.095110,-3.683584,-1.265176,-0.025702
1769687353.566806,-0.273824,-3.491927,-1.379067,-0.263575
1769687353.586961,-0.450620,-3.449812,-1.490754,-0.055940
1769687353.606837,-0.622048,-3.411969,-1.600056,-0.241400
1769687353.626782,-0.788107,-3.305765,-1.706800,0.022678
1769687353.646754,-0.949563,-3.211157,-1.810813,-0.018647
1769687353.666828,-1.104883,-3.039644,-1.911931,-0.123474
1769687353.686812,-1.255602,-2.966399,-2.009991,-0.129521
1769687353.706742,-1.399033,-2.817469,-2.104837,-0.006551
1769687353.726816,-1.534412,-2.706991,-2.196316,0.074082
1769687353.746594,-1.663270,-2.513504,-2.284283,-0.169838
1769687353.766675,-1.785225,-2.360911,-2.368598,0.107343
1769687353.786837,-1.900660,-2.257760,-2.449123,-0.025702
1769687353.806680,-2.007659,-2.038636,-2.525733,-0.124482
1769687353.826873,-2.106987,-1.909848,-2.598303,-0.139600
1769687353.846593,-2.197878,-1.770073,-2.666717,0.015623
1769687353.866633,-2.281099,-1.533250,-2.730867,0.128510
1769687353.886903,-2.356650,-1.423993,-2.790649,-0.173870
1769687353.906966,-2.424147,-1.241493,-2.845969,0.007559
1769687353.926642,-2.484358,-1.115757,-2.896737,0.165806
1769687353.946563,-2.536131,-0.928373,-2.942873,0.163790
1769687353.966780,-2.581385,-0.815455,-2.984302,0.156735
1769687353.986958,-2.619736,-0.692160,-3.020958,0.023686
1769687354.007373,-2.650033,-0.585955,-3.052784,-0.070054
1769687354.026633,-2.673427,-0.357677,-3.079727,0.070050
1769687354.046314,-2.690301,-0.318003,-3.101745,0.057955
1769687354.066468,-2.702957,-0.185553,-3.118802,-0.109363
1769687354.086806,-2.707175,0.025635,-3.130872,-0.073078
1769687354.106889,-2.704874,0.050662,-3.137934,0.022678
1769687354.126921,-2.699122,0.106814,-3.139978,0.066019
1769687354.146980,-2.691452,0.144658,-3.137001,0.185965
1769687354.166781,-2.686466,0.045168,-3.129007,0.221242
1769687354.186849,-2.686082,0.003662,-3.116009,0.196044
1769687354.206802,-2.686849,-0.014648,-3.098027,0.127502
1769687354.226539,-2.687232,0.013428,-3.075091,0.111375
1769687354.246750,-2.687232,-0.045778,-3.047237,0.128510
1769687354.266749,-2.686849,0.008545,-3.014510,0.138592
1769687354.286888,-2.687232,-0.012207,-2.976962,0.163790
1769687354.307120,-2.686849,0.042727,-2.934653,0.193020
1769687354.326895,-2.686849,0.011597,-2.887650,0.186973
1769687354.347087,-2.686849,0.036011,-2.836030,0.221242
1769687354.367100,-2.686849,0.024414,-2.779874,0.231321
1769687354.386962,-2.686466,0.007935,-2.719272,0.249464
1769687354.406831,-2.686082,0.046389,-2.654322,0.286757
1769687354.427289,-2.685699,-0.004272,-2.585127,0.324050
1769687354.446582,-2.684548,0.028076,-2.511797,0.325058
1769687354.466392,-2.682631,0.026855,-2.434450,0.346224
1769687354.486400,-2.678029,0.111086,-2.353210,0.340176
1769687354.506793,-2.669592,0.207527,-2.268207,0.256519
1769687354.526972,-2.655018,0.393078,-2.179577,0.192012
1769687354.547221,-2.631241,0.538347,-2.087460,0.448027
1769687354.566901,-2.600560,0.705588,-1.992005,0.240392
1769687354.586642,-2.561059,0.864894,-1.893365,0.242408
1769687354.606507,-2.513120,1.060214,-1.791697,0.319010
1769687354.626681,-2.455211,1.293375,-1.687163,0.242408
1769687354.646616,-2.387330,1.466720,-1.579931,0.463146
1769687354.666652,-2.309479,1.668141,-1.470172,0.247448
1769687354.686811,-2.221656,1.852474,-1.358062,0.470202
1769687354.706817,-2.123478,2.108829,-1.243780,0.484313
1769687354.726798,-2.014562,2.264473,-1.127509,0.376462
1769687354.746707,-1.897592,2.410352,-1.009435,0.397631
1769687354.766361,-1.770268,2.602618,-0.889747,0.418798
1769687354.786307,-1.633740,2.844324,-0.768636,0.479273
1769687354.806380,-1.487624,3.010957,-0.646295,0.482297
1769687354.826550,-1.333070,3.169653,-0.522921,0.479273
1769687354.846353,-1.170080,3.288064,-0.398711,0.337153
1769687354.866319,-1.000186,3.514512,-0.273863,0.339169
1769687354.886352,-0.821855,3.577991,-0.148577,0.350256
1769687354.906461,-0.637389,3.729973,-0.023053,0.394608
1769687354.926284,-0.448319,3.861201,0.102507,0.318002
1769687354.946307,-0.252731,4.003417,0.227904,0.250472
1769687354.966502,-0.052157,4.010131,0.352936,0.252487
1769687354.986434,0.151485,4.131596,0.477404,0.296836
1769687355.006432,0.358579,4.183478,0.601108,0.338161
1769687355.026824,0.566824,4.218268,0.723851,0.280709
1769687355.046556,0.777369,4.202399,0.845436,0.171854
1769687355.066612,0.985613,4.204230,0.965669,0.064003
1769687355.086837,1.195390,4.112065,1.084358,0.145648
1769687355.106796,1.401718,4.132817,1.201313,0.247448
1769687355.126908,1.606511,4.049807,1.316346,0.243416
1769687355.146841,1.805934,3.931394,1.429274,0.234345
1769687355.166392,2.001139,3.891110,1.539917,0.175886
1769687355.186306,2.190208,3.760490,1.648097,0.062995
1769687355.206469,2.373140,3.603015,1.753641,0.032757
